symbol,datetrade,dateexpiration,contractsize,initmargin
BO=F,2018-10,2018-10-16,59,1443.3425492893532
BO=F,2018-11,2018-11-16,55,1444.528375879463
BO=F,2018-12,2018-12-18,58,1441.4121647620987
BO=F,2019-01,2019-01-17,60,1442.9692100224133
BO=F,2019-02,2019-02-16,58,1444.120096895422
BO=F,2019-03,2019-03-16,56,1441.6870067016466
BO=F,2019-04,2019-04-16,56,1445.5677633192292
BO=F,2019-05,2019-05-16,58,1444.6810913611166
BO=F,2019-06,2019-06-18,57,1441.436744898721
BO=F,2019-07,2019-07-16,55,1443.6899635134157
BO=F,2019-08,2019-08-16,57,1442.015007236714
BO=F,2019-09,2019-09-18,55,1441.7623792963984
BO=F,2019-10,2019-10-16,58,1444.9927965593452
BO=F,2019-11,2019-11-16,56,1443.7704784260188
BO=F,2019-12,2019-12-17,57,1445.2176896275296
BO=F,2020-01,2020-01-17,60,1442.6479799403255
BO=F,2020-02,2020-02-18,60,1445.4131604812974
BO=F,2020-03,2020-03-17,59,1445.422754551583
BO=F,2020-04,2020-04-16,60,1442.4471516606734
BO=F,2020-05,2020-05-16,59,1444.713024562877
BO=F,2020-06,2020-06-16,57,1443.2918952154537
BO=F,2020-07,2020-07-16,58,1443.196594785265
BO=F,2020-08,2020-08-18,58,1445.5026240652585
BO=F,2020-09,2020-09-16,55,1444.342807021916
BO=F,2020-10,2020-10-16,57,1443.2511473207178
BO=F,2020-11,2020-11-17,58,1444.9589652495563
BO=F,2020-12,2020-12-16,55,1444.0056482162902
BO=F,2021-01,2021-01-19,59,1442.776160804226
BO=F,2021-02,2021-02-16,55,1443.5801838482587
BO=F,2021-03,2021-03-16,60,1441.4235690440587
BO=F,2021-04,2021-04-16,56,1443.6635994491405
BO=F,2021-05,2021-05-18,59,1444.4496638570429
BO=F,2021-06,2021-06-16,55,1441.4585022078331
BO=F,2021-07,2021-07-16,58,1443.6057095934152
BO=F,2021-08,2021-08-17,59,1441.488545458213
BO=F,2021-09,2021-09-16,55,1442.2927071426573
BO=F,2021-10,2021-10-16,57,1442.7272135585845
BO=F,2021-11,2021-11-16,57,1445.7242106563695
BO=F,2021-12,2021-12-16,59,1441.997077378331
BO=F,2022-01,2022-01-18,60,1445.379718986572
BO=F,2022-02,2022-02-16,56,1441.890124306095
BO=F,2022-03,2022-03-16,56,1442.8355552442501
BO=F,2022-04,2022-04-16,57,1445.316924098193
BO=F,2022-05,2022-05-17,56,1443.3784892056863
BO=F,2022-06,2022-06-16,55,1441.0266354098146
BO=F,2022-07,2022-07-16,57,1443.5825203378342
BO=F,2022-08,2022-08-16,60,1444.1191601974308
BO=F,2022-09,2022-09-16,58,1445.198503246597
BO=F,2022-10,2022-10-18,58,1442.4882625702473
BO=F,2022-11,2022-11-16,58,1445.3672232168133
BO=F,2022-12,2022-12-16,56,1443.487827742925
BO=F,2023-01,2023-01-18,59,1444.0894388761706
BO=F,2023-02,2023-02-16,60,1441.8093471850743
BO=F,2023-03,2023-03-16,57,1442.2980979229178
BO=F,2023-04,2023-04-18,60,1443.5184198857842
BO=F,2023-05,2023-05-16,55,1442.0896358984287
BO=F,2023-06,2023-06-16,59,1442.260773182553
BO=F,2023-07,2023-07-18,59,1444.9107572889309
BO=F,2023-08,2023-08-16,57,1442.908243324859
BO=F,2023-09,2023-09-16,60,1443.2219581156837
BO=F,2023-10,2023-10-17,59,1443.592802436118
BO=F,2023-11,2023-11-16,56,1443.9650896922797
BO=F,2023-12,2023-12-16,59,1442.1309564427763
BO=F,2024-01,2024-01-17,58,1444.5980340167293
BO=F,2024-02,2024-02-16,59,1440.9555531607416
ZC=F,2000-08,2000-09-14,10,3458.9813959930084
ZC=F,2000-09,2000-09-16,15,3458.0986913720317
ZC=F,2000-10,2000-10-17,10,3459.9378247994887
ZC=F,2000-11,2000-11-16,15,3456.762148058558
ZC=F,2000-12,2000-12-16,10,3461.1932053866844
ZC=F,2001-01,2001-01-17,13,3461.2689590064733
ZC=F,2001-02,2001-02-16,11,3459.7524155462006
ZC=F,2001-03,2001-03-16,10,3457.111725545016
ZC=F,2001-04,2001-04-17,10,3461.0405854263026
ZC=F,2001-05,2001-05-16,10,3457.847605446228
ZC=F,2001-06,2001-06-16,15,3459.4683336210664
ZC=F,2001-07,2001-07-17,10,3458.955527061425
ZC=F,2001-08,2001-08-16,12,3458.9897294913535
ZC=F,2001-09,2001-09-19,12,3459.094748402307
ZC=F,2001-10,2001-10-16,10,3458.085950440052
ZC=F,2001-11,2001-11-16,10,3459.7235227515557
ZC=F,2001-12,2001-12-18,11,3457.7769735250095
ZC=F,2002-01,2002-01-17,13,3458.903893966893
ZC=F,2002-02,2002-02-16,14,3457.457666525858
ZC=F,2002-03,2002-03-16,13,3460.7947923819547
ZC=F,2002-04,2002-04-16,14,3457.996792519854
ZC=F,2002-05,2002-05-16,15,3458.2645610393415
ZC=F,2002-06,2002-06-18,12,3458.17606100885
ZC=F,2002-07,2002-07-16,15,3459.9153058565716
ZC=F,2002-08,2002-08-16,11,3461.078923331072
ZC=F,2002-09,2002-09-18,10,3459.954204313509
ZC=F,2002-10,2002-10-16,12,3460.694732276998
ZC=F,2002-11,2002-11-16,14,3459.152827677086
ZC=F,2002-12,2002-12-17,10,3458.1410143194416
ZC=F,2003-01,2003-01-17,14,3459.112006941763
ZC=F,2003-02,2003-02-18,10,3460.966902291133
ZC=F,2003-03,2003-03-18,14,3458.2565404165894
ZC=F,2003-04,2003-04-16,10,3459.013553022208
ZC=F,2003-05,2003-05-16,10,3457.5078205504096
ZC=F,2003-06,2003-06-17,11,3457.588396455689
ZC=F,2003-07,2003-07-16,12,3460.2469632334046
ZC=F,2003-08,2003-08-16,14,3458.437492553647
ZC=F,2003-09,2003-09-17,15,3458.986720329621
ZC=F,2003-10,2003-10-16,11,3458.063416645922
ZC=F,2003-11,2003-11-18,14,3460.409363051034
ZC=F,2003-12,2003-12-16,15,3461.080143676404
ZC=F,2004-01,2004-01-20,11,3460.707670816371
ZC=F,2004-02,2004-02-17,10,3460.9211770327943
ZC=F,2004-03,2004-03-16,11,3460.9998224380565
ZC=F,2004-04,2004-04-16,12,3458.306989639817
ZC=F,2004-05,2004-05-18,14,3457.1103617670587
ZC=F,2004-06,2004-06-16,12,3456.759625394518
ZC=F,2004-07,2004-07-16,15,3456.5401652257488
ZC=F,2004-08,2004-08-17,11,3459.665078987531
ZC=F,2004-09,2004-09-16,15,3461.060761944969
ZC=F,2004-10,2004-10-16,15,3457.5199550953866
ZC=F,2004-11,2004-11-16,12,3460.4564922985674
ZC=F,2004-12,2004-12-16,15,3457.0971290345274
ZC=F,2005-01,2005-01-18,11,3459.7498115362805
ZC=F,2005-02,2005-02-16,14,3457.1492303510704
ZC=F,2005-03,2005-03-16,15,3459.5898281911127
ZC=F,2005-04,2005-04-16,15,3459.4659553800416
ZC=F,2005-05,2005-05-17,12,3456.6695744697795
ZC=F,2005-06,2005-06-16,14,3457.9169281659524
ZC=F,2005-07,2005-07-16,11,3460.707804182925
ZC=F,2005-08,2005-08-16,14,3459.452926890595
ZC=F,2005-09,2005-09-16,10,3460.0367094256544
ZC=F,2005-10,2005-10-18,14,3460.9430829333987
ZC=F,2005-11,2005-11-16,14,3459.876720699286
ZC=F,2005-12,2005-12-16,13,3460.0650738101317
ZC=F,2006-01,2006-01-18,14,3460.2137996461656
ZC=F,2006-02,2006-02-16,13,3460.197502766985
ZC=F,2006-03,2006-03-16,14,3457.0209493755574
ZC=F,2006-04,2006-04-18,15,3458.228761690456
ZC=F,2006-05,2006-05-16,13,3459.961866677198
ZC=F,2006-06,2006-06-16,14,3459.939682692988
ZC=F,2006-07,2006-07-18,14,3457.13318163873
ZC=F,2006-08,2006-08-16,10,3460.669228828671
ZC=F,2006-09,2006-09-16,10,3459.8027377376675
ZC=F,2006-10,2006-10-17,14,3456.6473592464286
ZC=F,2006-11,2006-11-16,13,3460.8435416947295
ZC=F,2006-12,2006-12-16,12,3457.9853742736427
ZC=F,2007-01,2007-01-17,15,3459.8905609325698
ZC=F,2007-02,2007-02-16,11,3459.7921494355774
ZC=F,2007-03,2007-03-16,10,3458.841854360221
ZC=F,2007-04,2007-04-17,12,3456.963355515014
ZC=F,2007-05,2007-05-16,10,3460.7259882720896
ZC=F,2007-06,2007-06-16,10,3460.0636986703807
ZC=F,2007-07,2007-07-17,13,3457.1061046050386
ZC=F,2007-08,2007-08-16,14,3460.410187786632
ZC=F,2007-09,2007-09-19,14,3457.118913039805
ZC=F,2007-10,2007-10-16,12,3456.802575744538
ZC=F,2007-11,2007-11-16,14,3459.540397853339
ZC=F,2007-12,2007-12-18,14,3457.8111530583924
ZC=F,2008-01,2008-01-17,10,3460.910493248043
ZC=F,2008-02,2008-02-16,12,3458.655321654296
ZC=F,2008-03,2008-03-18,13,3456.5641226941225
ZC=F,2008-04,2008-04-16,13,3458.6411076586955
ZC=F,2008-05,2008-05-16,15,3458.3952298481145
ZC=F,2008-06,2008-06-17,11,3458.3844417806413
ZC=F,2008-07,2008-07-16,13,3458.4775561518195
ZC=F,2008-08,2008-08-16,15,3460.2936437404346
ZC=F,2008-09,2008-09-17,15,3456.52942116507
ZC=F,2008-10,2008-10-16,12,3459.9789111367554
ZC=F,2008-11,2008-11-18,14,3457.2910595397393
ZC=F,2008-12,2008-12-16,12,3460.489152137958
ZC=F,2009-01,2009-01-17,13,3458.6407747767303
ZC=F,2009-02,2009-02-17,11,3457.442320855576
ZC=F,2009-03,2009-03-17,12,3457.0660877903633
ZC=F,2009-04,2009-04-16,11,3458.787032283384
ZC=F,2009-05,2009-05-16,15,3461.192891728728
ZC=F,2009-06,2009-06-16,11,3456.67771559915
ZC=F,2009-07,2009-07-16,14,3460.451066163043
ZC=F,2009-08,2009-08-18,15,3457.4649856045585
ZC=F,2009-09,2009-09-16,10,3461.12255112336
ZC=F,2009-10,2009-10-16,12,3457.616046014122
ZC=F,2009-11,2009-11-17,10,3457.859535969786
ZC=F,2009-12,2009-12-16,10,3460.3398582609934
ZC=F,2010-01,2010-01-19,10,3458.9242465271636
ZC=F,2010-02,2010-02-16,15,3459.193254120053
ZC=F,2010-03,2010-03-16,15,3461.1556870035174
ZC=F,2010-04,2010-04-16,12,3458.1741911725153
ZC=F,2010-05,2010-05-18,13,3457.940020639553
ZC=F,2010-06,2010-06-16,15,3456.96723529449
ZC=F,2010-07,2010-07-16,14,3458.082692950911
ZC=F,2010-08,2010-08-17,15,3461.4548004712315
ZC=F,2010-09,2010-09-16,11,3459.5802392694445
ZC=F,2010-10,2010-10-16,15,3457.5623680855583
ZC=F,2010-11,2010-11-16,15,3458.557994921966
ZC=F,2010-12,2010-12-16,11,3460.319932202096
ZC=F,2011-01,2011-01-18,11,3460.094299467576
ZC=F,2011-02,2011-02-16,14,3461.131361503763
ZC=F,2011-03,2011-03-16,15,3458.9553545866643
ZC=F,2011-04,2011-04-16,10,3459.7876411022144
ZC=F,2011-05,2011-05-17,15,3459.3775047005306
ZC=F,2011-06,2011-06-16,11,3460.148113314047
ZC=F,2011-07,2011-07-16,13,3458.8493177316805
ZC=F,2011-08,2011-08-16,11,3459.6877412845524
ZC=F,2011-09,2011-09-16,13,3458.1083965141897
ZC=F,2011-10,2011-10-18,15,3460.0515161773055
ZC=F,2011-11,2011-11-16,10,3458.0426640990504
ZC=F,2011-12,2011-12-16,13,3458.0712519569965
ZC=F,2012-01,2012-01-18,13,3458.559922621989
ZC=F,2012-02,2012-02-16,15,3457.9020521460166
ZC=F,2012-03,2012-03-16,12,3459.7640462227805
ZC=F,2012-04,2012-04-17,15,3457.9164326219675
ZC=F,2012-05,2012-05-16,11,3460.0614442084025
ZC=F,2012-06,2012-06-16,10,3460.4683756129007
ZC=F,2012-07,2012-07-17,12,3461.08474219367
ZC=F,2012-08,2012-08-16,12,3460.0475465420213
ZC=F,2012-09,2012-09-19,14,3458.8234879417864
ZC=F,2012-10,2012-10-16,11,3460.2106481016126
ZC=F,2012-11,2012-11-16,10,3456.7333110357567
ZC=F,2012-12,2012-12-18,15,3460.6443603014745
ZC=F,2013-01,2013-01-17,14,3460.8427691098696
ZC=F,2013-02,2013-02-16,13,3458.4303049886016
ZC=F,2013-03,2013-03-16,13,3459.4594711283053
ZC=F,2013-04,2013-04-16,11,3459.350240924684
ZC=F,2013-05,2013-05-16,12,3459.610037450507
ZC=F,2013-06,2013-06-18,14,3457.0281620511782
ZC=F,2013-07,2013-07-16,14,3459.459398972219
ZC=F,2013-08,2013-08-16,14,3458.305186490272
ZC=F,2013-09,2013-09-18,14,3458.4354424343787
ZC=F,2013-10,2013-10-16,13,3459.4288084695254
ZC=F,2013-11,2013-11-16,15,3459.094352648923
ZC=F,2013-12,2013-12-17,15,3458.398836319297
ZC=F,2014-01,2014-01-17,10,3457.579481599086
ZC=F,2014-02,2014-02-18,15,3461.025455528678
ZC=F,2014-03,2014-03-18,13,3457.6873752615825
ZC=F,2014-04,2014-04-16,11,3456.5745592579287
ZC=F,2014-05,2014-05-16,15,3457.55090096052
ZC=F,2014-06,2014-06-17,13,3461.3089771084296
ZC=F,2014-07,2014-07-16,14,3460.0829387732997
ZC=F,2014-08,2014-08-16,10,3460.3303843304816
ZC=F,2014-09,2014-09-17,10,3457.808093996477
ZC=F,2014-10,2014-10-16,15,3458.053361240076
ZC=F,2014-11,2014-11-18,13,3457.301822041839
ZC=F,2014-12,2014-12-16,12,3459.3992391182483
ZC=F,2015-01,2015-01-17,11,3458.466453001924
ZC=F,2015-02,2015-02-17,12,3458.0514783409308
ZC=F,2015-03,2015-03-17,10,3459.8176900115777
ZC=F,2015-04,2015-04-16,10,3460.9184481866073
ZC=F,2015-05,2015-05-16,15,3456.7327836484997
ZC=F,2015-06,2015-06-16,10,3459.8950714798225
ZC=F,2015-07,2015-07-16,11,3459.9166385798326
ZC=F,2015-08,2015-08-18,12,3457.0891074022147
ZC=F,2015-09,2015-09-16,14,3461.162290623239
ZC=F,2015-10,2015-10-16,14,3460.7912036844596
ZC=F,2015-11,2015-11-17,12,3456.7715896564423
ZC=F,2015-12,2015-12-16,14,3459.537201952605
ZC=F,2016-01,2016-01-19,12,3458.2500424138966
ZC=F,2016-02,2016-02-16,10,3457.9200644669113
ZC=F,2016-03,2016-03-16,11,3461.0405504412056
ZC=F,2016-04,2016-04-16,11,3460.3221204963925
ZC=F,2016-05,2016-05-17,15,3460.7784400965465
ZC=F,2016-06,2016-06-16,13,3461.3055442210493
ZC=F,2016-07,2016-07-16,13,3458.969914058443
ZC=F,2016-08,2016-08-16,12,3460.3805052384496
ZC=F,2016-09,2016-09-16,15,3459.8510113595903
ZC=F,2016-10,2016-10-18,10,3458.0857478400662
ZC=F,2016-11,2016-11-16,13,3456.9966173366697
ZC=F,2016-12,2016-12-16,10,3457.397627133953
ZC=F,2017-01,2017-01-18,15,3460.195589611133
ZC=F,2017-02,2017-02-16,11,3459.270298071211
ZC=F,2017-03,2017-03-16,10,3458.6037348995446
ZC=F,2017-04,2017-04-18,12,3461.3691732922957
ZC=F,2017-05,2017-05-16,13,3460.5780062326985
ZC=F,2017-06,2017-06-16,11,3458.7292899624745
ZC=F,2017-07,2017-07-18,12,3460.8665889192907
ZC=F,2017-08,2017-08-16,13,3460.317670910978
ZC=F,2017-09,2017-09-16,10,3458.0712255668345
ZC=F,2017-10,2017-10-17,15,3459.1596828417255
ZC=F,2017-11,2017-11-16,10,3461.0153317236754
ZC=F,2017-12,2017-12-16,11,3459.9770966771794
ZC=F,2018-01,2018-01-17,15,3459.1770564599487
ZC=F,2018-02,2018-02-16,13,3461.3791100057992
ZC=F,2018-03,2018-03-16,12,3460.040951311868
ZC=F,2018-04,2018-04-17,12,3459.3103991044795
ZC=F,2018-05,2018-05-16,14,3456.7312713387173
ZC=F,2018-06,2018-06-16,14,3460.0091679011502
ZC=F,2018-07,2018-07-17,11,3460.4643906704614
ZC=F,2018-08,2018-08-16,10,3458.315180292214
ZC=F,2018-09,2018-09-19,12,3460.1117555313676
ZC=F,2018-10,2018-10-16,15,3460.463605370154
ZC=F,2018-11,2018-11-16,13,3458.806701891287
ZC=F,2018-12,2018-12-18,14,3460.3795775801646
ZC=F,2019-01,2019-01-17,10,3456.8685952307305
ZC=F,2019-02,2019-02-16,12,3456.646628949345
ZC=F,2019-03,2019-03-16,12,3461.0393583954315
ZC=F,2019-04,2019-04-16,10,3458.9992265465835
ZC=F,2019-05,2019-05-16,10,3458.996752463073
ZC=F,2019-06,2019-06-18,11,3457.727535005348
ZC=F,2019-07,2019-07-16,15,3461.2493885353515
ZC=F,2019-08,2019-08-16,10,3459.739997465909
ZC=F,2019-09,2019-09-18,10,3457.100704401264
ZC=F,2019-10,2019-10-16,13,3458.434689674134
ZC=F,2019-11,2019-11-16,13,3459.4882750976467
ZC=F,2019-12,2019-12-17,10,3458.5950121415117
ZC=F,2020-01,2020-01-17,11,3461.406121659694
ZC=F,2020-02,2020-02-18,14,3457.301733457075
ZC=F,2020-03,2020-03-17,15,3460.2634129615867
ZC=F,2020-04,2020-04-16,15,3459.6112619715664
ZC=F,2020-05,2020-05-16,13,3461.4556807615804
ZC=F,2020-06,2020-06-16,12,3459.6387466253486
ZC=F,2020-07,2020-07-16,14,3459.918754453747
ZC=F,2020-08,2020-08-18,11,3458.2389339991373
ZC=F,2020-09,2020-09-16,15,3457.3054529891356
ZC=F,2020-10,2020-10-16,11,3458.3305238630755
ZC=F,2020-11,2020-11-17,10,3459.4206592001256
ZC=F,2020-12,2020-12-16,14,3456.904247421286
ZC=F,2021-01,2021-01-19,15,3458.0689010726337
ZC=F,2021-02,2021-02-16,14,3460.2398695448765
ZC=F,2021-03,2021-03-16,14,3457.508857158428
ZC=F,2021-04,2021-04-16,11,3458.6797685679744
ZC=F,2021-05,2021-05-18,10,3461.3276932917893
ZC=F,2021-06,2021-06-16,11,3457.920906445067
ZC=F,2021-07,2021-07-16,12,3460.998782078792
ZC=F,2021-08,2021-08-17,11,3460.877631048861
ZC=F,2021-09,2021-09-16,12,3459.4191589388747
ZC=F,2021-10,2021-10-16,14,3458.1954033842053
ZC=F,2021-11,2021-11-16,15,3461.343460321875
ZC=F,2021-12,2021-12-16,13,3457.2382951050913
ZC=F,2022-01,2022-01-18,15,3460.0557459846896
ZC=F,2022-02,2022-02-16,12,3460.67655013168
ZC=F,2022-03,2022-03-16,13,3456.5280836251627
ZC=F,2022-04,2022-04-16,10,3456.565438358533
ZC=F,2022-05,2022-05-17,12,3460.650800275762
ZC=F,2022-06,2022-06-16,11,3460.5367740309784
ZC=F,2022-07,2022-07-16,12,3461.1303939422687
ZC=F,2022-08,2022-08-16,15,3459.7990064284227
ZC=F,2022-09,2022-09-16,13,3459.8448310279305
ZC=F,2022-10,2022-10-18,15,3459.461481471759
ZC=F,2022-11,2022-11-16,15,3456.97190089558
ZC=F,2022-12,2022-12-16,11,3460.537857236687
ZC=F,2023-01,2023-01-18,10,3460.488877584912
ZC=F,2023-02,2023-02-16,12,3457.5361935822743
ZC=F,2023-03,2023-03-16,10,3461.2186389584613
ZC=F,2023-04,2023-04-18,13,3458.318750080544
ZC=F,2023-05,2023-05-16,14,3460.9123952557766
ZC=F,2023-06,2023-06-16,13,3459.766085744247
ZC=F,2023-07,2023-07-18,14,3460.770733860114
ZC=F,2023-08,2023-08-16,15,3456.697819622582
ZC=F,2023-09,2023-09-16,10,3457.805991395241
ZC=F,2023-10,2023-10-17,11,3458.278486757954
ZC=F,2023-11,2023-11-16,12,3459.0045784256836
ZC=F,2023-12,2023-12-16,11,3460.175402758815
ZC=F,2024-01,2024-01-17,12,3461.393720326528
ZC=F,2024-02,2024-02-16,15,3460.393857526957
ZO=F,2000-08,2000-09-14,109,4225.890164024584
ZO=F,2000-09,2000-09-16,105,4224.168202176857
ZO=F,2000-10,2000-10-17,105,4225.924787204204
ZO=F,2000-11,2000-11-16,105,4223.55039055748
ZO=F,2000-12,2000-12-16,106,4224.962061067511
ZO=F,2001-01,2001-01-17,109,4221.85753829612
ZO=F,2001-02,2001-02-16,105,4224.123983197647
ZO=F,2001-03,2001-03-16,108,4225.987260087049
ZO=F,2001-04,2001-04-17,108,4224.225507787295
ZO=F,2001-05,2001-05-16,110,4226.115689414276
ZO=F,2001-06,2001-06-16,110,4223.851403160457
ZO=F,2001-07,2001-07-17,107,4223.277253828191
ZO=F,2001-08,2001-08-16,107,4223.433658260461
ZO=F,2001-09,2001-09-19,109,4226.178780330297
ZO=F,2001-10,2001-10-16,109,4221.602087551972
ZO=F,2001-11,2001-11-16,106,4222.783483925776
ZO=F,2001-12,2001-12-18,106,4222.903700810918
ZO=F,2002-01,2002-01-17,105,4224.232472429216
ZO=F,2002-02,2002-02-16,108,4222.812928566078
ZO=F,2002-03,2002-03-16,110,4225.467473092954
ZO=F,2002-04,2002-04-16,105,4223.9840113586615
ZO=F,2002-05,2002-05-16,107,4224.044514437993
ZO=F,2002-06,2002-06-18,105,4223.192816056876
ZO=F,2002-07,2002-07-16,105,4222.961130796858
ZO=F,2002-08,2002-08-16,110,4226.499497595788
ZO=F,2002-09,2002-09-18,108,4226.239148791311
ZO=F,2002-10,2002-10-16,106,4222.624460590569
ZO=F,2002-11,2002-11-16,110,4225.816907324311
ZO=F,2002-12,2002-12-17,107,4224.4318372449325
ZO=F,2003-01,2003-01-17,108,4223.903353466342
ZO=F,2003-02,2003-02-18,106,4223.319435528666
ZO=F,2003-03,2003-03-18,109,4226.087051096104
ZO=F,2003-04,2003-04-16,109,4224.198324676366
ZO=F,2003-05,2003-05-16,108,4225.860866161137
ZO=F,2003-06,2003-06-17,109,4222.647982517434
ZO=F,2003-07,2003-07-16,105,4221.777035777521
ZO=F,2003-08,2003-08-16,108,4224.81202510619
ZO=F,2003-09,2003-09-17,107,4222.569659242425
ZO=F,2003-10,2003-10-16,105,4225.702003396541
ZO=F,2003-11,2003-11-18,107,4222.468561668372
ZO=F,2003-12,2003-12-16,110,4223.119226720452
ZO=F,2004-01,2004-01-20,107,4221.764934286237
ZO=F,2004-02,2004-02-17,109,4223.920830597496
ZO=F,2004-03,2004-03-16,107,4224.22265479578
ZO=F,2004-04,2004-04-16,110,4224.9822365828
ZO=F,2004-05,2004-05-18,107,4223.445164529109
ZO=F,2004-06,2004-06-16,107,4226.046000816774
ZO=F,2004-07,2004-07-16,107,4223.198052960617
ZO=F,2004-08,2004-08-17,106,4222.75498246655
ZO=F,2004-09,2004-09-16,109,4226.460173063739
ZO=F,2004-10,2004-10-16,109,4223.260316634405
ZO=F,2004-11,2004-11-16,106,4226.398128033153
ZO=F,2004-12,2004-12-16,106,4222.303478518097
ZO=F,2005-01,2005-01-18,105,4224.677290898433
ZO=F,2005-02,2005-02-16,105,4226.151626665713
ZO=F,2005-03,2005-03-16,108,4226.181918672609
ZO=F,2005-04,2005-04-16,106,4222.3680218402205
ZO=F,2005-05,2005-05-17,109,4222.410540600035
ZO=F,2005-06,2005-06-16,108,4223.898157122356
ZO=F,2005-07,2005-07-16,109,4225.544925275502
ZO=F,2005-08,2005-08-16,109,4223.160692316082
ZO=F,2005-09,2005-09-16,109,4225.033321340809
ZO=F,2005-10,2005-10-18,106,4223.4848975923305
ZO=F,2005-11,2005-11-16,110,4225.8935724146795
ZO=F,2005-12,2005-12-16,105,4222.162817641616
ZO=F,2006-01,2006-01-18,110,4226.161342371228
ZO=F,2006-02,2006-02-16,105,4225.9931310958855
ZO=F,2006-03,2006-03-16,105,4222.6820996785045
ZO=F,2006-04,2006-04-18,106,4223.531871448604
ZO=F,2006-05,2006-05-16,108,4223.111430742399
ZO=F,2006-06,2006-06-16,105,4224.281522311586
ZO=F,2006-07,2006-07-18,106,4225.699487413354
ZO=F,2006-08,2006-08-16,106,4223.113717732123
ZO=F,2006-09,2006-09-16,105,4224.578898765817
ZO=F,2006-10,2006-10-17,108,4223.439978426782
ZO=F,2006-11,2006-11-16,106,4222.6253588005775
ZO=F,2006-12,2006-12-16,109,4226.3604943207865
ZO=F,2007-01,2007-01-17,108,4222.865049704766
ZO=F,2007-02,2007-02-16,110,4223.490308044369
ZO=F,2007-03,2007-03-16,110,4225.974348702425
ZO=F,2007-04,2007-04-17,108,4224.280507296194
ZO=F,2007-05,2007-05-16,105,4223.936228230167
ZO=F,2007-06,2007-06-16,105,4223.292535480046
ZO=F,2007-07,2007-07-17,107,4222.367575306981
ZO=F,2007-08,2007-08-16,105,4224.229537816356
ZO=F,2007-09,2007-09-19,106,4224.708637269681
ZO=F,2007-10,2007-10-16,107,4222.116221857877
ZO=F,2007-11,2007-11-16,107,4222.607122453435
ZO=F,2007-12,2007-12-18,108,4224.255591223715
ZO=F,2008-01,2008-01-17,106,4223.71786031038
ZO=F,2008-02,2008-02-16,106,4225.221500796168
ZO=F,2008-03,2008-03-18,110,4223.253942900837
ZO=F,2008-04,2008-04-16,105,4225.048567967424
ZO=F,2008-05,2008-05-16,106,4222.255168491881
ZO=F,2008-06,2008-06-17,106,4225.727750141592
ZO=F,2008-07,2008-07-16,105,4224.288442287847
ZO=F,2008-08,2008-08-16,109,4225.709691066277
ZO=F,2008-09,2008-09-17,109,4226.231195197794
ZO=F,2008-10,2008-10-16,105,4226.486112006478
ZO=F,2008-11,2008-11-18,109,4224.158941144982
ZO=F,2008-12,2008-12-16,110,4221.902566011032
ZO=F,2009-01,2009-01-17,109,4224.367250084509
ZO=F,2009-02,2009-02-17,105,4225.95678521417
ZO=F,2009-03,2009-03-17,107,4221.718477154361
ZO=F,2009-04,2009-04-16,110,4226.570362238376
ZO=F,2009-05,2009-05-16,110,4221.641994931985
ZO=F,2009-06,2009-06-16,109,4224.156531306215
ZO=F,2009-07,2009-07-16,107,4221.780971158124
ZO=F,2009-08,2009-08-18,109,4223.660928000438
ZO=F,2009-09,2009-09-16,110,4226.317529604091
ZO=F,2009-10,2009-10-16,107,4225.981153127538
ZO=F,2009-11,2009-11-17,109,4225.829404704079
ZO=F,2009-12,2009-12-16,105,4223.621964907648
ZO=F,2010-01,2010-01-19,109,4224.171649487344
ZO=F,2010-02,2010-02-16,107,4224.7352375078335
ZO=F,2010-03,2010-03-16,109,4224.887882905604
ZO=F,2010-04,2010-04-16,106,4225.804208306074
ZO=F,2010-05,2010-05-18,107,4221.740333969533
ZO=F,2010-06,2010-06-16,108,4224.18104180063
ZO=F,2010-07,2010-07-16,107,4225.793927763827
ZO=F,2010-08,2010-08-17,105,4223.393495872459
ZO=F,2010-09,2010-09-16,105,4223.268658670683
ZO=F,2010-10,2010-10-16,106,4222.019598073889
ZO=F,2010-11,2010-11-16,110,4221.655967708128
ZO=F,2010-12,2010-12-16,110,4225.2053211863295
ZO=F,2011-01,2011-01-18,109,4224.4627497058345
ZO=F,2011-02,2011-02-16,110,4225.502412562489
ZO=F,2011-03,2011-03-16,107,4223.090271493824
ZO=F,2011-04,2011-04-16,109,4226.280442893565
ZO=F,2011-05,2011-05-17,108,4224.783990261479
ZO=F,2011-06,2011-06-16,106,4222.981567249117
ZO=F,2011-07,2011-07-16,109,4221.833500486389
ZO=F,2011-08,2011-08-16,106,4223.625550791148
ZO=F,2011-09,2011-09-16,108,4225.744693964573
ZO=F,2011-10,2011-10-18,108,4226.187341191064
ZO=F,2011-11,2011-11-16,107,4221.791194492725
ZO=F,2011-12,2011-12-16,105,4222.231473388896
ZO=F,2012-01,2012-01-18,106,4224.180099158245
ZO=F,2012-02,2012-02-16,105,4223.281760337791
ZO=F,2012-03,2012-03-16,105,4223.18527590687
ZO=F,2012-04,2012-04-17,105,4221.890158610396
ZO=F,2012-05,2012-05-16,105,4225.963006412038
ZO=F,2012-06,2012-06-16,109,4224.210756818561
ZO=F,2012-07,2012-07-17,107,4222.147766018528
ZO=F,2012-08,2012-08-16,107,4222.264111982566
